Bigrams, Inverted Index 
li, 6, 19, 71, 95, 96, 154, 195, 205, 219, 225, 227, 233, 234, 241, 278, 309, 340, 386, 404, 409, 423, 469, 483, 489, 493, 520, 522, 532, 537, 541, 556, 557, 568, 572, 577, 611, 612, 615, 622, 692, 695, 785, 850, 863, 890, 904, 914, 932, 938, 996 
ic, 6, 53, 58, 84, 95, 184, 205, 225, 233, 236, 258, 272, 282, 291, 368, 376, 423, 438, 443, 476, 483, 490, 493, 500, 506, 531, 556, 575, 577, 611, 693, 701, 702, 704, 722, 776, 825, 850, 893, 903, 915, 965, 973, 975 
c, 6, 184, 205, 225, 233, 236, 423, 438, 443, 493, 506, 531, 575, 611, 722, 825, 893, 915, 973, 975 
Ga, 10, 162, 443, 515, 547, 662, 722 
aṇ, 10 
ṇa, 10 
ar, 10, 16, 18, 37, 48, 58, 60, 61, 93, 94, 103, 108, 117, 131, 173, 177, 180, 182, 206, 207, 213, 215, 219, 227, 242, 274, 289, 293, 321, 336, 340, 347, 349, 353, 357, 378, 379, 398, 401, 402, 406, 461, 463, 472, 476, 488, 491, 498, 508, 522, 523, 542, 594, 599, 600, 602, 615, 616, 647, 687, 707, 717, 727, 735, 743, 746, 753, 772, 830, 833, 855, 858, 868, 870, 882, 901, 934, 963, 967, 968, 988, 996, 1003, 1010 
rā, 10 
āj, 10 
jy, 10 
ya, 10, 48, 99, 131, 364, 453, 587, 603, 633, 729, 740, 750, 813, 858, 988 
e, 11, 20, 60, 61, 67, 86, 93, 98, 104, 122, 123, 128, 132, 138, 143, 148, 153, 157, 165, 168, 187, 188, 199, 204, 206, 209, 220, 239, 241, 245, 270, 283, 292, 304, 305, 310, 312, 319, 331, 338, 346, 367, 375, 389, 408, 414, 416, 426, 439, 458, 464, 471, 472, 477, 480, 482, 489, 491, 500, 505, 528, 529, 535, 539, 540, 541, 554, 557, 564, 586, 588, 589, 596, 600, 607, 612, 622, 624, 638, 659, 668, 686, 687, 692, 695, 699, 701, 703, 709, 757, 758, 759, 765, 767, 770, 773, 780, 787, 802, 806, 824, 828, 834, 849, 854, 877, 897, 917, 918, 923, 930, 933, 949, 958, 976, 978, 989, 992, 998, 999, 1000, 1005 
co, 12, 17, 21, 23, 58, 66, 82, 96, 133, 142, 170, 184, 192, 193, 196, 198, 202, 212, 229, 279, 284, 297, 324, 339, 350, 359, 372, 421, 423, 433, 447, 449, 455, 520, 561, 591, 592, 596, 648, 664, 760, 761, 765, 777, 778, 789, 811, 825, 919, 970, 1001 
ou, 12, 13, 17, 22, 23, 24, 27, 30, 33, 36, 109, 129, 196, 276, 278, 284, 309, 339, 344, 350, 355, 390, 392, 398, 467, 485, 508, 532, 590, 595, 598, 601, 628, 640, 688, 727, 743, 747, 754, 830, 844, 847, 873, 880, 907, 926, 928, 983, 987, 1006 
un, 12, 17, 23, 27, 130, 196, 231, 276, 278, 284, 309, 339, 355, 398, 440, 508, 570, 614, 617, 688, 836, 902 
nt, 12, 15, 17, 23, 66, 136, 141, 142, 155, 159, 164, 196, 198, 227, 254, 263, 284, 297, 303, 314, 329, 330, 338, 339, 350, 359, 373, 397, 421, 455, 465, 488, 494, 510, 533, 536, 559, 579, 591, 592, 610, 648, 657, 679, 704, 760, 761, 789, 796, 808, 811, 836, 841, 867, 889, 891, 913, 914, 919, 948, 955, 959, 970, 1001 
tr, 12, 17, 23, 84, 114, 195, 196, 203, 269, 284, 294, 314, 339, 372, 374, 397, 416, 422, 499, 504, 549, 559, 576, 591, 635, 647, 648, 666, 689, 700, 761, 784, 817, 872, 883, 891, 919, 955, 966, 991, 993, 1001 
ry, 12, 17, 23, 99, 136, 141, 159, 196, 219, 227, 284, 303, 339, 453, 488, 510, 562, 579, 587, 603, 834, 889, 898, 948, 996 
y, 12, 17, 23, 25, 34, 53, 70, 94, 115, 133, 136, 141, 147, 159, 170, 180, 194, 196, 201, 215, 219, 227, 237, 240, 242, 284, 286, 294, 300, 303, 317, 329, 330, 332, 339, 349, 356, 382, 385, 411, 419, 461, 488, 498, 510, 562, 577, 579, 618, 636, 650, 700, 707, 716, 760, 774, 777, 781, 789, 813, 857, 879, 889, 898, 903, 905, 913, 924, 934, 943, 948, 971, 986, 996, 997, 1008 
So, 13, 83, 109, 344, 390, 485, 640, 844, 847, 873, 907, 926, 983, 1006 
ut, 13, 30, 33, 36, 45, 109, 129, 203, 280, 344, 390, 485, 547, 595, 601, 628, 640, 727, 743, 747, 754, 844, 847, 873, 907, 926, 983, 1006 
th, 13, 15, 30, 33, 36, 46, 109, 125, 129, 135, 140, 150, 158, 172, 176, 206, 218, 236, 302, 325, 334, 335, 344, 390, 423, 456, 485, 493, 509, 517, 567, 590, 595, 598, 628, 640, 643, 649, 655, 656, 678, 702, 727, 743, 746, 747, 753, 754, 779, 794, 795, 837, 839, 840, 844, 847, 873, 888, 903, 907, 909, 921, 926, 928, 947, 971, 977, 983, 1006 
h, 13, 15, 30, 47, 124, 125, 129, 135, 140, 144, 150, 151, 158, 172, 218, 253, 302, 344, 365, 379, 390, 456, 485, 509, 517, 567, 595, 606, 640, 643, 655, 656, 720, 747, 754, 763, 794, 795, 839, 840, 844, 847, 873, 888, 907, 909, 920, 921, 926, 928, 947, 977, 983, 1002, 1006 
As, 14, 110, 345, 391, 613, 642, 846, 875, 892, 908, 956 
si, 14, 64, 110, 165, 172, 178, 193, 229, 240, 251, 299, 311, 319, 345, 354, 380, 391, 408, 422, 437, 447, 487, 565, 636, 642, 693, 704, 716, 760, 831, 846, 864, 872, 875, 892, 895, 899, 908, 944, 953, 956 
se, 15, 21, 82, 85, 93, 122, 183, 195, 212, 279, 285, 318, 324, 433, 436, 449, 450, 472, 488, 529, 545, 552, 599, 646, 652, 676, 682, 749, 770, 786, 789, 817, 882, 897, 957 
ev, 15, 111, 197, 367, 383, 450, 477, 625, 677, 708, 798, 808, 834, 913, 952 
ve, 15, 56, 117, 122, 155, 197, 201, 226, 240, 247, 262, 304, 383, 450, 451, 528, 533, 625, 636, 716, 808, 834, 871, 877, 906, 913, 930, 950, 985 
en, 15, 35, 66, 73, 76, 89, 103, 106, 136, 141, 142, 155, 159, 164, 168, 200, 220, 227, 254, 263, 278, 297, 300, 303, 309, 324, 329, 330, 338, 359, 367, 373, 397, 400, 408, 410, 421, 449, 455, 467, 477, 480, 488, 494, 510, 533, 536, 540, 559, 570, 579, 592, 610, 614, 629, 636, 654, 657, 674, 679, 683, 699, 739, 760, 789, 793, 796, 806, 808, 811, 819, 836, 841, 889, 891, 913, 914, 948, 955, 958, 959, 964, 970, 980, 987, 1003, 1005 
la, 16, 38, 47, 59, 63, 98, 102, 103, 116, 157, 160, 173, 177, 213, 260, 269, 288, 403, 444, 469, 475, 491, 505, 516, 542, 552, 555, 574, 600, 624, 629, 632, 663, 670, 693, 723, 737, 745, 751, 762, 771, 786, 802, 810, 853, 859, 864, 868, 883, 887, 894, 911, 915, 934, 940, 941, 975, 1003 
rg, 16, 87, 119, 156, 173, 177, 213, 379, 484, 491, 526, 586, 600, 806, 934 
ge, 16, 87, 119, 156, 173, 177, 200, 213, 272, 288, 375, 410, 426, 443, 467, 479, 482, 491, 515, 564, 586, 600, 610, 624, 662, 679, 709, 722, 802, 806, 810, 887, 934, 987 
es, 16, 33, 37, 41, 47, 56, 64, 77, 78, 101, 107, 165, 173, 177, 189, 192, 198, 200, 213, 230, 232, 249, 269, 288, 340, 354, 365, 368, 374, 380, 395, 399, 424, 427, 429, 430, 451, 457, 462, 468, 479, 487, 499, 513, 515, 518, 522, 523, 552, 572, 585, 634, 639, 657, 662, 705, 732, 769, 786, 793, 796, 806, 810, 816, 823, 831, 841, 863, 869, 870, 882, 887, 901, 910, 914, 932, 954, 959 
st, 16, 33, 36, 40, 41, 46, 49, 77, 84, 86, 88, 109, 114, 115, 145, 154, 165, 173, 177, 189, 195, 209, 213, 214, 228, 229, 230, 233, 258, 278, 280, 291, 307, 308, 309, 327, 340, 368, 372, 374, 375, 381, 387, 394, 395, 408, 411, 429, 435, 445, 457, 458, 459, 462, 479, 480, 482, 513, 518, 562, 572, 574, 575, 585, 619, 634, 639, 641, 665, 666, 700, 735, 752, 760, 768, 780, 787, 788, 797, 845, 851, 874, 884, 900, 910, 914, 929, 936, 942, 952, 954, 965, 967, 991 
re, 18, 37, 60, 78, 101, 107, 121, 123, 132, 138, 165, 185, 193, 206, 210, 220, 225, 264, 265, 279, 295, 299, 300, 322, 323, 329, 330, 333, 338, 343, 374, 378, 389, 397, 405, 420, 424, 430, 439, 441, 460, 464, 471, 487, 500, 519, 532, 537, 561, 565, 568, 570, 584, 588, 589, 596, 597, 602, 607, 614, 622, 625, 638, 652, 659, 660, 661, 674, 683, 684, 686, 687, 695, 696, 713, 758, 759, 765, 766, 772, 792, 793, 800, 806, 818, 820, 834, 849, 904, 905, 943, 944, 969, 971, 972, 973, 976, 981, 989, 999 
ea, 18, 29, 32, 36, 46, 49, 51, 109, 206, 207, 208, 299, 320, 340, 347, 349, 378, 460, 465, 475, 498, 546, 565, 567, 571, 602, 625, 651, 652, 660, 661, 707, 728, 735, 736, 744, 758, 772, 800, 820, 833, 905, 912, 943, 963, 972, 980 
bi, 19, 31, 244, 814 
il, 19, 63, 71, 73, 76, 89, 219, 234, 241, 386, 409, 608, 615, 623, 650, 752, 801, 859, 863, 994, 996 
ll, 19, 70, 73, 75, 76, 89, 126, 181, 200, 260, 294, 382, 385, 497, 512, 550, 577, 591, 697, 745, 752, 815, 827, 878, 913 
io, 19, 71, 84, 96, 121, 154, 164, 202, 203, 210, 222, 231, 260, 280, 289, 290, 294, 323, 368, 372, 386, 409, 413, 417, 420, 422, 434, 441, 448, 454, 463, 470, 473, 478, 484, 487, 496, 501, 504, 507, 519, 527, 532, 537, 568, 570, 576, 597, 614, 653, 666, 667, 677, 713, 756, 766, 784, 792, 798, 830, 838, 872, 904, 940, 952, 960, 969, 981, 993 
on, 19, 21, 64, 66, 71, 84, 96, 121, 133, 142, 154, 164, 170, 184, 188, 192, 193, 198, 202, 203, 208, 210, 212, 221, 222, 229, 231, 260, 276, 280, 289, 290, 294, 297, 323, 350, 359, 368, 372, 386, 409, 413, 420, 421, 422, 425, 427, 441, 447, 454, 455, 470, 484, 487, 494, 501, 504, 519, 520, 523, 527, 530, 537, 556, 568, 570, 573, 575, 576, 591, 592, 597, 601, 614, 648, 653, 666, 667, 677, 689, 690, 700, 713, 760, 761, 764, 766, 777, 783, 784, 789, 792, 798, 811, 817, 825, 838, 872, 904, 919, 937, 940, 945, 952, 960, 969, 970, 981, 991, 993, 995, 1001, 1009 
pe, 20, 103, 168, 220, 260, 270, 373, 378, 383, 417, 434, 442, 448, 465, 468, 473, 478, 496, 507, 536, 629, 756, 769, 833, 905, 943, 1003 
eo, 20, 270, 272, 350, 468, 476, 769 
op, 20, 22, 24, 270, 370, 383, 468, 749, 769, 808, 940 
pl, 20, 98, 233, 270, 377, 468, 542, 664, 769, 816, 828, 911 
le, 20, 70, 73, 76, 89, 104, 148, 153, 164, 166, 200, 207, 254, 270, 310, 385, 468, 554, 591, 630, 651, 664, 684, 719, 730, 755, 757, 769, 772, 805, 816, 828, 912, 935, 961, 963 
ec, 21, 133, 170, 184, 187, 192, 212, 243, 279, 474, 535, 561, 668, 684, 687, 731, 777, 824, 825, 842, 854, 939, 997 
d, 21, 26, 27, 38, 63, 72, 79, 82, 85, 87, 106, 117, 119, 130, 134, 139, 149, 156, 163, 166, 171, 176, 183, 193, 195, 212, 216, 226, 243, 247, 250, 252, 256, 265, 276, 279, 285, 295, 298, 301, 314, 318, 321, 324, 355, 369, 378, 383, 392, 397, 398, 406, 410, 417, 422, 431, 433, 434, 436, 448, 449, 460, 466, 473, 478, 490, 496, 507, 508, 520, 545, 549, 561, 569, 572, 578, 583, 584, 591, 599, 609, 630, 635, 646, 652, 660, 674, 676, 684, 688, 696, 712, 719, 725, 726, 728, 733, 734, 736, 741, 742, 744, 749, 756, 764, 771, 772, 778, 800, 803, 805, 817, 852, 859, 871, 902, 950, 953, 963, 985 
po, 22, 24, 82, 95, 179, 201, 208, 211, 350, 433, 437, 483, 749, 850, 852, 940, 995 
ul, 22, 24, 103, 107, 123, 128, 148, 153, 234, 235, 376, 389, 424, 439, 500, 629, 630, 686, 715, 719, 730, 755, 776, 785, 849, 917, 918, 933, 940, 944, 949, 976, 978, 998, 1003 
lo, 22, 24, 75, 181, 259, 381, 383, 392, 476, 550, 573, 685, 696, 808, 997, 1009 
us, 22, 24, 69, 195, 248, 253, 261, 271, 285, 307, 318, 350, 377, 384, 411, 467, 532, 601, 830, 890, 895, 938, 942, 987 
s, 22, 24, 37, 39, 56, 59, 69, 78, 96, 101, 105, 107, 185, 192, 198, 200, 208, 217, 222, 229, 230, 232, 244, 248, 249, 261, 264, 266, 269, 271, 288, 289, 316, 343, 347, 350, 354, 357, 363, 370, 371, 374, 377, 380, 384, 399, 407, 412, 420, 424, 427, 428, 430, 435, 445, 451, 462, 463, 465, 467, 468, 470, 479, 494, 499, 502, 504, 513, 514, 515, 519, 522, 523, 525, 532, 533, 537, 546, 550, 552, 555, 560, 568, 576, 585, 597, 601, 602, 604, 625, 631, 632, 633, 634, 657, 662, 672, 673, 689, 702, 705, 714, 727, 735, 740, 743, 745, 750, 751, 762, 769, 786, 793, 796, 799, 810, 816, 819, 821, 823, 826, 829, 830, 831, 841, 842, 851, 853, 860, 863, 867, 868, 869, 870, 875, 882, 886, 887, 894, 901, 911, 925, 932, 941, 942, 946, 959, 962, 965, 966, 967, 968, 982, 987, 1010 
de, 25, 27, 39, 47, 62, 77, 134, 168, 193, 204, 224, 247, 290, 317, 365, 367, 383, 414, 416, 429, 447, 466, 477, 488, 536, 561, 571, 609, 635, 669, 677, 703, 712, 728, 736, 744, 798, 808, 809, 836, 856, 946, 952, 966 
em, 25, 87, 101, 119, 155, 156, 228, 343, 350, 459, 526, 533, 542, 586, 589, 607, 610, 665, 679, 702, 725, 733, 741, 759, 788, 816, 828, 851, 882, 999 
mo, 25, 155, 221, 290, 494, 523, 533, 575, 601, 669, 690, 778, 809, 856 
oc, 25, 79, 83, 237, 259, 352, 362, 381, 431, 470, 551, 618, 781, 1008 
cr, 25, 78, 299, 370, 412, 430, 460, 503, 565, 652, 660, 758, 800, 972, 973 
ac, 25, 98, 199, 499, 546, 549, 618, 778, 990 
cy, 25, 300, 618 
wo, 26, 171, 216, 252, 256, 534, 654 
or, 26, 39, 46, 62, 114, 125, 171, 185, 191, 202, 216, 232, 249, 252, 256, 258, 291, 325, 335, 350, 375, 407, 435, 445, 456, 463, 484, 517, 521, 561, 562, 596, 643, 653, 732, 765, 768, 852, 897, 909, 921, 925, 977 
rl, 26, 94, 171, 216, 227, 340, 349, 707 
ld, 26, 56, 77, 171, 216, 241, 250, 429, 569, 608, 962, 994 
Bo, 27 
ed, 27, 79, 82, 85, 87, 106, 111, 117, 119, 130, 134, 156, 163, 166, 183, 193, 195, 224, 226, 243, 247, 265, 276, 279, 285, 295, 298, 314, 318, 321, 324, 378, 383, 392, 397, 406, 410, 422, 428, 431, 433, 436, 438, 449, 460, 466, 488, 490, 506, 520, 531, 545, 549, 561, 572, 583, 584, 591, 599, 609, 630, 635, 646, 652, 660, 674, 676, 684, 696, 701, 708, 712, 719, 725, 728, 733, 736, 741, 744, 749, 772, 778, 800, 803, 805, 817, 852, 871, 902, 905, 943, 950, 953, 963, 985 
an, 28, 29, 31, 38, 40, 45, 47, 48, 50, 51, 55, 57, 59, 63, 65, 68, 81, 114, 115, 128, 131, 134, 147, 162, 165, 169, 214, 217, 251, 255, 263, 266, 269, 286, 287, 288, 296, 307, 311, 320, 327, 342, 350, 351, 356, 358, 371, 373, 381, 388, 394, 404, 415, 419, 422, 435, 436, 443, 445, 453, 465, 474, 484, 502, 515, 525, 527, 566, 583, 587, 603, 610, 621, 624, 633, 637, 662, 671, 679, 681, 691, 694, 698, 704, 705, 706, 718, 722, 726, 731, 734, 742, 750, 762, 771, 790, 802, 810, 812, 832, 837, 838, 848, 853, 858, 859, 866, 867, 872, 875, 879, 881, 883, 887, 892, 894, 906, 917, 918, 924, 931, 933, 949, 968, 978, 988, 998, 1007 
Oc, 29, 51 
ce, 29, 51, 98, 106, 136, 141, 159, 165, 168, 199, 276, 303, 314, 319, 367, 408, 477, 480, 499, 510, 540, 553, 559, 579, 584, 593, 657, 699, 705, 732, 793, 796, 806, 841, 889, 948, 958, 959, 1005 
Ar, 31, 453 
ab, 31, 244, 440, 469, 572, 757, 914 
Se, 32 
hw, 33, 727, 743 
we, 33, 41, 179, 197, 208, 211, 395, 457, 497, 518, 550, 567, 674, 685, 696, 697, 827, 836, 878, 910, 980 
Ba, 34, 47, 381 
ay, 34, 131, 332, 774, 857, 864, 925, 986, 988 
Be, 35, 739 
ng, 35, 47, 75, 105, 120, 178, 181, 190, 200, 214, 221, 234, 288, 299, 320, 322, 360, 404, 405, 410, 415, 443, 469, 495, 515, 526, 546, 553, 556, 560, 565, 573, 574, 581, 593, 604, 608, 617, 621, 624, 651, 662, 672, 685, 690, 714, 722, 738, 739, 775, 785, 802, 810, 880, 883, 887, 895, 899, 912, 944, 945, 957, 961, 972, 979, 980, 982, 990, 991, 994, 1009 
ga, 35, 81, 131, 298, 379, 404, 410, 484, 493, 501, 522, 528, 582, 621, 681, 739, 790, 832, 988 
l, 35, 44, 83, 95, 111, 126, 137, 174, 210, 224, 234, 258, 259, 272, 282, 291, 376, 450, 476, 483, 497, 512, 551, 559, 571, 623, 647, 648, 669, 680, 683, 693, 697, 708, 713, 715, 739, 752, 761, 768, 776, 784, 792, 798, 801, 815, 822, 827, 850, 878, 891, 919, 945, 955, 981, 1001 
he, 36, 46, 109, 206, 325, 334, 335, 363, 392, 400, 569, 572, 628, 631, 678, 702, 746, 753, 834, 837, 971 
as, 36, 46, 49, 79, 85, 86, 109, 114, 145, 178, 183, 189, 299, 324, 428, 431, 449, 458, 465, 525, 545, 552, 555, 565, 574, 575, 602, 631, 632, 633, 634, 641, 646, 652, 673, 676, 682, 693, 700, 735, 740, 745, 750, 751, 768, 780, 786, 787, 845, 874, 900, 936, 952 
sh, 37, 47, 60, 144, 151, 253, 293, 363, 365, 392, 572, 613, 717, 791, 914 
ha, 37, 60, 63, 137, 161, 178, 200, 244, 274, 293, 316, 423, 476, 525, 543, 548, 558, 582, 620, 647, 717, 729, 740, 859, 867, 992 
bo, 39, 62, 653, 861 
rd, 39, 62, 72, 176, 252, 256, 561, 578, 653, 727, 735, 743, 1010 
er, 39, 62, 87, 102, 112, 119, 122, 156, 160, 179, 193, 197, 201, 211, 224, 226, 232, 240, 247, 251, 262, 265, 273, 290, 295, 311, 322, 325, 333, 334, 335, 363, 373, 395, 417, 434, 442, 447, 448, 450, 461, 473, 478, 492, 496, 507, 518, 526, 550, 586, 609, 622, 628, 631, 646, 661, 670, 678, 682, 685, 695, 696, 716, 730, 746, 753, 755, 756, 793, 809, 821, 834, 836, 837, 856, 867, 906, 910, 946, 962, 966, 971, 1010 
rs, 39, 88, 122, 240, 251, 293, 311, 347, 363, 387, 463, 550, 716, 717, 797, 821, 868, 897, 929, 946, 962, 966 
Pa, 40, 327, 394, 633, 737, 745, 750 
ak, 40, 327, 394, 773, 923, 980 
ki, 40, 327, 394, 581, 604, 672, 714, 738, 982 
is, 40, 71, 80, 91, 92, 113, 114, 115, 118, 144, 151, 154, 165, 195, 229, 233, 258, 278, 279, 290, 291, 309, 327, 381, 386, 392, 394, 408, 432, 435, 445, 480, 484, 527, 529, 538, 544, 562, 572, 615, 619, 645, 666, 675, 760, 807, 817, 838, 872, 884, 899, 914, 930, 953, 967, 968 
ta, 40, 45, 100, 128, 165, 209, 214, 219, 227, 230, 244, 293, 307, 308, 327, 381, 394, 482, 488, 502, 513, 547, 572, 585, 615, 658, 667, 673, 803, 822, 914, 917, 918, 933, 949, 952, 978, 996, 998 
f, 42 
Ch, 43, 115, 423, 631, 632, 729, 740, 751 
hi, 43, 91, 118, 127, 162, 176, 258, 272, 291, 361, 381, 423, 435, 445, 461, 481, 493, 514, 522, 523, 544, 546, 562, 619, 649, 687, 779, 863, 884, 916 
in, 43, 53, 66, 75, 80, 92, 103, 105, 106, 120, 142, 168, 174, 178, 181, 190, 195, 198, 204, 214, 234, 249, 253, 257, 297, 298, 299, 307, 314, 319, 320, 322, 343, 359, 360, 405, 415, 421, 432, 444, 455, 467, 469, 490, 495, 516, 526, 536, 538, 540, 546, 553, 556, 560, 565, 574, 581, 592, 593, 604, 608, 609, 629, 645, 649, 651, 652, 653, 663, 666, 672, 675, 685, 701, 712, 714, 723, 738, 775, 779, 785, 807, 811, 863, 871, 877, 880, 882, 883, 885, 895, 899, 911, 912, 944, 957, 961, 970, 972, 979, 980, 982, 987, 990, 994, 1003, 1005 
na, 43, 128, 131, 154, 174, 204, 210, 222, 245, 249, 283, 292, 294, 304, 305, 312, 331, 436, 523, 525, 575, 610, 634, 653, 679, 713, 718, 784, 792, 798, 862, 882, 917, 918, 933, 949, 978, 981, 988, 998 
Ne, 44, 349 
pa, 44, 134, 147, 180, 227, 324, 336, 357, 402, 449, 470, 525, 599, 647, 689, 726, 734, 742, 768, 817, 855, 985 
hu, 45, 257, 342, 351, 826 
rt, 46, 125, 201, 325, 335, 336, 353, 357, 456, 517, 643, 646, 682, 746, 753, 852, 855, 909, 921, 967, 968, 977 
gl, 47 
ad, 47, 120, 204, 294, 364, 365, 382, 416, 504, 525, 576, 582, 618, 635, 651, 666, 703, 705, 784, 893, 912, 966, 993 
My, 48, 858 
nm, 48, 858 
ma, 48, 57, 61, 161, 182, 191, 203, 286, 332, 342, 343, 351, 356, 371, 373, 419, 512, 521, 525, 547, 610, 620, 637, 679, 702, 703, 773, 815, 858, 879, 893, 923, 924 
